iso_code;year;drought;earthquakes;volcanic_activity;floods;storms;landslides;wildfires;extreme_temperatures;disasters
DJI;2020;0;0;0;0;0;0;0;0;1
DMA;1950;0;0;0;0;0;0;0;0;0
DMA;1960;0;0;0;0;0;0;0;0;0
DMA;1970;0;0;0;18500;0;0;0;0;19700
DMA;1980;25500;0;0;25200;0;0;0;0;50730
DMA;1990;20000;0;0;12000;77.5;0;0;0;34077.5
DMA;2000;53275;0;0;9850;0;0;0;0;63275
DMA;2010;20025.8;0;0;25000;2500;0;0;0;47525.8
DMA;2020;64056;0;0;36,666,668;0;0;0;0;100,722,664
DOM;1950;0;0;0;0;0;0;0;0;0
DOM;1960;0;0;0;0;0;0;0;0;0
DOM;1970;0;0;0;0;7000;0;0;0;7210
DOM;1980;0;0;0;0;1071;0;0;0;1071
DOM;1990;0;0;0;0;40;0;0;0;571.6
DOM;2000;0;10;0;0;750;0;0;0;763
DOM;2010;0;0;0;0;9943.7;0;0;0;10022.7
DOM;2020;0;0;0;0;0;0;0;0;0
ECU;1950;0;0;0;0;0;0;0;0;0
ECU;1960;24000;0;0;0;700;0;0;0;25294.2
ECU;1970;0;0;0;100;120000;0;0;0;155500
ECU;1980;0;0;0;134204.5;200;0;0;0;134404.5
ECU;1990;0;0;0;2000;88030;0;0;0;102442.5
ECU;2000;0;200;0;11096.5;18518.3;0;0;0;30026.9
ECU;2010;0;0;0;287001;14114.7;0;0;0;303314.3
ECU;2020;0;0;0;70;484858.34;0;0;0;484928.34
EGY;1950;0;0;0;0;0;0;0;0;0
EGY;1960;60000;0;0;7000;0;0;0;0;67050
EGY;1970;0;6000;2000;15300;0;0.6;0;0;31611.8
EGY;1980;0;0;0;94000;0;600;80;0;109684.6
EGY;1990;3400;2295;2200;17190.7;0;7500;0;0;42741.7
EGY;2000;10750;0;49767;41348;0;15;0;0;103626.7
EGY;2010;316.5;38337.5;93254.2;14553.7;0;29.May;187.5;0;147384.7
EGY;2020;0;26,136,667;50,663,668;17,891,666;0;0;0;0;71,225,664
SLV;1950;0;0;0;0;0;0;0;0;2-Aug
SLV;1960;0;0;0;0;0;0;0;0;55.1
SLV;1970;0;0;0;6600;1500;0;0;0;8100
SLV;1980;0;0;0;0;0;0;0;0;1-Jan
SLV;1990;0;5770;0;11092;0;0;0;0;25720.6
SLV;2000;0;25;0;80;0;0;0;0;196.4
SLV;2010;0;0;0;350;3260;0;0;0;3631.3
SLV;2020;0;0;0;8,228,333;0;0;0;0;8,878,333
ERI;1950;0;0;0;0;0;0;0;0;0
ERI;1960;0;9058.2;0;0;460;0;0;0;14436
ERI;1970;0;0;0;0;0;0;0;0;0
ERI;1980;0;53000;0;8906;0;0;0;0;90956
ERI;1990;0;0;0;1495;8400;0;0;0;10095
ERI;2000;40000;159964.8;200;733.2;15054.1;0;0;0;218264.4
ERI;2010;108661;265.9;6307.9;30708.5;2974.7;0;0;0;149205.1
ERI;2020;0;0;0;100;53071;175;0;0;53346
EST;1950;0;0;0;0;0;0;0;0;0
EST;1960;0;0;0;0;0;0;0;0;0
EST;1970;0;0;0;0;0;0;0;0;0
EST;1980;0;0;0;0;0;0;0;0;0
EST;1990;390000;0;0;0;0;0;0;0;391567.5
EST;2000;170000;0;0;700;0;0;0;0;170701.3
EST;2010;0;0;0;0;0;0;0;0;0
EST;2020;0;0;0;0;0;0;0;0;0
SWZ;1950;0;0;0;0;0;0;0;0;0
SWZ;1960;0;0;0;0;0;0;0;0;0
SWZ;1970;0;0;0;0;0;0;0;0;0
SWZ;1980;0;0;0;0;0;0;0;0;0
SWZ;1990;0;0;0;0;0;0;0;0;0
SWZ;2000;0;0;0;0;10;0;0;0;10
SWZ;2010;0;0;0;0;0;0;0;0;0
SWZ;2020;0;0;0;0;0;0;0;0;0
ETH;1950;0;0;0;0;0;0;0;0;0
ETH;1960;0;0;0;0;0;0;0;0;0
ETH;1970;0;0;0;0;0;0;0;0;0
ETH;1980;0;0;0;0;63200;0;0;0;63250
ETH;1990;25000;0;0;0;0;0;0;0;25000
ETH;2000;138000;0;0;27450;742.5;0;150;0;166368.5
ETH;2010;72400;0;0;40;0;0;0;0;72440
ETH;2020;0;0;0;0;0;0;0;0;0
FJI;1950;0;0;0;0;0;0;0;0;0
FJI;1960;320000;0;0;1000;0;0;0;0;321658.5
FJI;1970;300000;0;0;6700;0;0;0;0;308700
FJI;1980;2125000;0;0;7524;0;0;0;0;2134524
FJI;1990;588620;0;0;69413;0;0;0;0;673519.5
FJI;2000;2780000;0;1100;122094.9;0;0;0;0;2903306
FJI;2010;1600567.9;0;0;107500;0;0;0;0;1708178
FJI;2020;10300000;0;0;498228.34;0;0;0;0;10798228
FIN;1950;0;0;0;0;0;0;0;0;80
FIN;1960;0;0;0;800;1000;0;0;0;2800
FIN;1970;0;0;0;0;16975;0;0;0;18505
FIN;1980;3100;0;0;21500;37220.1;0;0;0;62546.5
FIN;1990;26345.5;0;0;0;15850;0;0;0;43673
FIN;2000;0;0;0;1228;3908.2;0;0;0;5136.2
FIN;2010;6700;0;0;1954.5;77989.5;0;0;0;86658.4
FIN;2020;0;0;0;0;119,143,336;0;0;0;119,143,336
FRA;1950;0;0;0;0;0;0;0;0;0
FRA;1960;0;0;0;0;0;0;0;0;0
FRA;1970;0;0;0;0;0;0;0;0;0
FRA;1980;0;0;0;0;0;0;0;0;0
FRA;1990;0;0;0;0;0;0;0;0;0
FRA;2000;0;0;0;40;0;0;0;0;40
FRA;2010;0;0;0;0;0;0;0;0;0
FRA;2020;0;0;0;0;0;0;0;0;0
GUF;1950;0;0;0;0;0;0;0;0;0
GUF;1960;0;0;0;0;0;0;0;0;110
GUF;1970;0;0;0;2600;0;0;0;0;2603.9
GUF;1980;0;0;0;430;0;0;200;0;649.3
GUF;1990;0;0;0;569;350939;20;125;1000;352688.2
GUF;2000;0;0;0;5366.1;415;0;300;0;6203.6
GUF;2010;0;75;0;1371;50211.5;0;1200;0;52883.4
GUF;2020;0;0;0;1015;24,511,666;0;0;0;25,565,666
PYF;1950;0;0;0;0;0;0;0;0;0
PYF;1960;0;0;0;0;0;0;0;0;0
PYF;1970;0;0;0;0;0;0;0;0;0
PYF;1980;0;0;0;0;0;0;0;0;0
PYF;1990;0;0;0;0;0;0;0;0;7000
PYF;2000;0;0;0;0;0;0;0;0;0.5
PYF;2010;0;0;0;0;0;0;0;0;0
PYF;2020;0;0;0;46,333,332;0;0;0;0;46,333,332
GAB;1950;0;0;0;0;0;0;0;0;0
GAB;1960;0;0;0;0;0;0;0;0;0
GAB;1970;0;0;0;0;0;0;0;0;0
GAB;1980;0;0;0;0;500;0;0;0;505
GAB;1990;0;0;0;0;0;50;0;0;51.1
GAB;2000;0;0;0;0;0;0;0;0;0
GAB;2010;0;0;0;450;340;0;0;0;841.5
GAB;2020;0;0;0;0;0;0;0;0;0
GMB;1950;0;0;0;0;0;0;0;0;0
GMB;1960;0;0;0;0;0;0;0;0;0
GMB;1970;0;0;0;0;0;0;0;0;0
GMB;1980;0;0;0;1000;0;0;0;0;1000
GMB;1990;0;0;0;0;0;0;0;0;0
GMB;2000;0;0;0;0;0;0;0;0;80
GMB;2010;0;0;0;7784.5;353;0;0;0;8137.5
GMB;2020;0;0;0;0;0;0;0;0;0
GEO;1950;0;0;0;0;0;0;0;0;0
GEO;1960;33000;0;0;0;0;0;0;0;33000
GEO;1970;0;0;0;0;0;0;0;0;500
GEO;1980;50000;0;0;0;0;0;0;0;50000
GEO;1990;0;0;0;3100;0;0;0;0;3600
GEO;2000;0;0;0;1480.8;1667.5;0;0;0;3201.4
GEO;2010;49110;0;0;6226.1;1500;0;0;0;56846.2
GEO;2020;0;0;0;57,336,665;56,163,335;0;0;0;11,383,333
DEU;1950;0;0;0;0;0;0;0;0;0
DEU;1960;0;0;0;0;0;0;0;0;0
DEU;1970;0;0;0;0;0;0;0;0;0
DEU;1980;0;0;0;0;0;0;0;0;0
DEU;1990;0;219;0;60;0;0;0;0;455
DEU;2000;69600;2530;0;310;90;0;0;0;72655.2
DEU;2010;0;0;0;15530.1;175;0;0;0;16308.7
DEU;2020;0;0;0;40,376,667;0;0;0;0;40,376,667
GHA;1950;0;0;0;0;0;0;0;0;0
GHA;1960;0;0;0;0;0;0;0;0;0
GHA;1970;0;0;0;0;0;0;0;0;0
GHA;1980;0;0;0;0;0;0;0;0;0
GHA;1990;0;150;0;20520;3000;0;0;0;23674
GHA;2000;0;15;0;33145;0;0;0;0;33232.4
GHA;2010;0;0;0;695;0;0;0;0;698.9
GHA;2020;0;0;0;0;200;0;0;0;5,463,333
GRC;1950;0;0;0;0;0;0;0;0;0
GRC;1960;0;0;0;2500;0;0;0;0;2500
GRC;1970;1200;0;0;0;0;0;0;0;1200
GRC;1980;1250000;0;0;280;0;0;150;0;1250430
GRC;1990;0;0;0;279157.3;0;0;0;0;302460.2
GRC;2000;0;0;0;69134.5;0;0;0;0;69637
GRC;2010;0;0;0;126228.9;0;0;0;0;126733.2
GRC;2020;0;0;0;1840;0;0;0;0;1842
GRD;1950;0;2505.6;0;0;0;0;0;0;16815.9
GRD;1960;0;7652.7;0;0;0;0;0;0;8082.7
GRD;1970;0;60000;0;160;0;0;0;0;60170
GRD;1980;0;12593;0;0;0;0;20;0;12687.9
GRD;1990;0;13913.1;0;190;0;0;200;0;15199.5
GRD;2000;0;451.8;0;1218;60;0;230.8;0;2433.8
GRD;2010;0;7772;0;705;0;0;411.8;0;8979.1
GRD;2020;0;300;0;390;0;0;20,666,666;0;23212
GLP;1950;0;0;0;0;0;0;0;0;0
GLP;1960;0;0;0;0;0;0;0;0;0
GLP;1970;0;0;0;0;0;0;0;0;0
GLP;1980;0;0;0;0;0;0;0;0;0
GLP;1990;0;0;0;0;121;0;0;0;121
GLP;2000;0;0;0;0;6007;0;0;0;6007.5
GLP;2010;0;0;0;0;0;0;0;0;0
GLP;2020;0;0;0;0;0;0;0;0;0
GUM;1950;0;0;0;0;0;0;0;0;0
GUM;1960;0;0;0;0;2000;0;0;0;2010
GUM;1970;0;0;7500;0;0;0;0;0;7500.3
GUM;1980;0;0;0;0;0;0;0;0;1108.4
GUM;1990;0;0;0;0;40;0;0;0;89.9
GUM;2000;0;10;0;0;0;0;0;0;15.Mar
GUM;2010;0;0;0;0;8000;0;0;0;8000.2
GUM;2020;0;0;0;0;0;0;0;0;0
GTM;1950;0;0;0;0;0;0;0;0;0
GTM;1960;0;0;0;0;0;0;0;0;0
GTM;1970;0;0;0;0;0;0;0;0;0
GTM;1980;0;0;0;0;0;0;0;0;50.2
GTM;1990;0;0;0;0;140;0;0;0;1203.3
GTM;2000;0;0;0;0;1034.4;0;0;0;1544.4
GTM;2010;0;0;0;0;0;0;0;0;0
GTM;2020;0;0;0;0;0;0;0;0;0
GIN;1950;0;0;0;0;0;0;0;0;0
GIN;1960;0;0;0;0;1020;0;0;0;1020
GIN;1970;0;375200;0;100;0;0;0;0;499604
GIN;1980;7300;450;950;3250;0;0;0;0;12485.6
GIN;1990;0;2400.5;634.3;998.3;10570;0;0;0;15027.9
GIN;2000;261359.6;15;80;31163.6;48676.8;272;0;185;342174.2
GIN;2010;306648.5;141068.1;172618.7;72272;57839.2;113.1;0;1078.4;757823.6
GIN;2020;0;10,433,333;0;978228.3;1103485.4;0;0;0;2092458.6
GNB;1950;0;0;0;0;0;0;0;0;0
GNB;1960;0;0;0;0;0;0;0;0;0
GNB;1970;0;0;0;0;0;0;0;0;0
GNB;1980;0;2000;0;500;0;0;0;0;4643.6
GNB;1990;0;0;0;606.6;0;0;0;0;606.6
GNB;2000;0;0;0;28608.5;0;0;0;0;28686.2
GNB;2010;0;0;0;10814.2;0;48;0;0;11268.2
GNB;2020;0;0;0;56,247,668;0;0;0;0;56,913,668
GUY;1950;0;0;0;0;0;0;0;0;0
GUY;1960;0;0;0;0;0;0;0;0;0
GUY;1970;0;0;0;0;0;0;0;0;0
GUY;1980;0;0;0;0;0;0;0;0;370.3
GUY;1990;0;0;0;0;172.2;0;120;0;322.2
GUY;2000;13200;0;0;0;0;0;0;0;13375
GUY;2010;0;0;0;5679.2;1154.1;0;0;0;6833.3
GUY;2020;0;0;0;0;0;0;0;0;0
HTI;1950;0;0;0;0;0;0;0;0;0
HTI;1960;0;0;0;0;0;0;0;0;0
HTI;1970;0;0;0;2100;0;0;0;0;2100
HTI;1980;0;0;0;0;0;0;0;0;0
HTI;1990;60720;0;0;2800;0;0;0;0;64520
HTI;2000;0;0;0;40977.4;0;0;0;0;40977.4
HTI;2010;0;0;0;20227.4;0;0;0;0;20227.4
HTI;2020;0;0;0;11,666,667;0;0;0;0;11,666,667
HND;1950;0;0;0;0;25000;0;0;0;25000
HND;1960;21021.7;0;0;0;14700;0;0;0;35809.8
HND;1970;95700;0;0;4000;111;0;0;0;99811
HND;1980;10300;0;0;16739;120000;0;0;0;232066.1
HND;1990;100000;0;0;504;151200;0;0;0;260423.4
HND;2000;3500;0;0;35511.9;70675.6;0;0;0;115657.7
HND;2010;460000;343891.5;0;26631;239715;0;0;0;1108341.4
HND;2020;0;230005;0;8,793,333;14725;0;0;0;258112.67
HKG;1950;0;0;0;0;0;0;0;0;0
HKG;1960;10000;0;0;600;800;0;0;0;11400.2
HKG;1970;30000;0;0;5500;60000;0;0;0;96250
HKG;1980;0;50;0;4520;2000;0;0;0;6663.7
HKG;1990;0;0;0;72444.7;210000;0;0;0;286097
HKG;2000;46062.5;5000;0;33599.5;18442;0;0;0;105928.5
HKG;2010;105671;0;0;60271.6;1694.4;0;0;0;168443.2
HKG;2020;0;0;0;32,052,334;1763261.4;0;8,333,333;0;1796148
HUN;1950;0;0;0;0;0;0;0;0;11-Jan
HUN;1960;0;0;0;1769.6;1987.4;10;0;0;4231
HUN;1970;0;0;0;1297.4;1696.9;120;0;0;5290.8
HUN;1980;0;0;0;269.2;153.7;0;0;0;2218.3
HUN;1990;0;0;0;550;130.4;6;0;0;839.9
HUN;2000;0;0;0;0;380;0;0;0;409
HUN;2010;0;0;0;0;1502.7;0;0;0;1545.6
HUN;2020;0;0;0;0;46,666,668;0;0;0;58,333,332
ISL;1950;0;0;0;0;0;0;0;0;0
ISL;1960;0;0;0;0;0;0;0;0;0
ISL;1970;0;0;0;0;0;0;0;0;0
ISL;1980;0;0;0;0;0;0;0;0;0
ISL;1990;0;0;0;13144.1;0;0;0;0;13369.5
ISL;2000;0;0;0;4581.4;0;0;0;0;4662.3
ISL;2010;0;180;0;5934.7;16529.8;0;0;0;22644.5
ISL;2020;0;0;0;0;0;0;0;0;0
IND;1950;0;0;0;0;0;0;0;0;0
IND;1960;0;0;0;0;0;0;0;0;0
IND;1970;0;0;520;0;0;0;0;0;520.6
IND;1980;0;0;0;28;0;0;0;0;28
IND;1990;0;0;0;0;0;6.Mar;0;0;8.Mar
IND;2000;0;12-Sep;0;0;0;0;0;0;19-Sep
IND;2010;0;0;0;0;0;0;0;0;0
IND;2020;0;0;0;0;0;0;0;0;0
IDN;1950;0;0;0;5300;202000;0;0;0;252521.9
IDN;1960;10066600;5000;0;1133061;548509.2;0;0;0;11753597
IDN;1970;21000000;0;0;9821000;2071034.8;510;0;0;34372424
IDN;1980;40000000;2000080;0;15254400;1719270;20;0;0;59307024
IDN;1990;117500;55050;0;27877570;3157829.5;20500;0;0;31496658
IDN;2000;35000000;501259.9;0;24039026;547590.5;1200;0;0;61048550
IDN;2010;33820000;56978;0;9416536;3541270;900;0;0;47262224
IDN;2020;0;1000;0;1636359;6869383.5;51950;0;0;8559474
IRN;1950;0;103;0;0;0;0;0;0;341.1
IRN;1960;20400;1500;37300;83800;0;0;0;0;149720.3
IRN;1970;351722;55028.5;1700;60710;500;0;0;0;475079.7
IRN;1980;300;9744.7;45231.8;141642.6;1000;2059.5;0;0;209845.6
IRN;1990;106500;36881.9;3509.6;205582.5;0;3700;303400;0;703907.4
IRN;2000;1500;629485.6;11795.5;337635.5;371.5;29708.6;0;0;1164035.8
IRN;2010;0;300425.9;51599.6;297184;1000;10997.1;40966.4;0;716058.4
IRN;2020;0;51884;10,944,333;655450;169868;605;0;0;890898.3
IRQ;1950;0;1000;0;0;0;0;0;0;1598.4
IRQ;1960;62500;22800;0;0;0;0;0;0;86052
IRQ;1970;0;51225.2;0;0;0;10;0;0;51529.4
IRQ;1980;0;6040.5;0;114020;0;0;0;0;135556.3
IRQ;1990;3700000;70693.5;0;88745.1;370;0;0;0;3894037.5
IRQ;2000;0;66078.7;0;141285;19550;0;0;0;238098.4
IRQ;2010;0;30684.5;0;1047449;0;0;0;0;1082601.5
IRQ;2020;1633333.4;37,605,332;0;113450;8,666,667;0;0;0;1785849
IRL;1950;0;0;0;0;0;0;0;0;0
IRL;1960;50000;0;0;35000;0;0;0;0;91000
IRL;1970;0;0;0;0;0;0;0;0;0
IRL;1980;0;0;0;0;0;0;0;0;0
IRL;1990;0;0;0;0;0;0;0;0;50
IRL;2000;0;0;0;7089;0;0;0;0;7151
IRL;2010;0;550;0;9586.5;0;0;0;0;10383.5
IRL;2020;2333333.2;0;0;40,666,667;0;0;0;0;2339067.8
IMN;1950;0;0;0;0;0;0;0;0;0
IMN;1960;0;0;0;0;0;0;0;0;0
IMN;1970;0;0;0;0;0;0;0;0;0
IMN;1980;0;0;0;0;0;0;0;0;0
IMN;1990;0;0;0;350;0;0;0;0;350
IMN;2000;0;0;0;30;20;0;0;0;50
IMN;2010;0;0;0;90;0;0;0;0;90
IMN;2020;0;0;0;0;0;0;0;0;0
ISR;1950;0;0;0;0;0;0;0;0;0
ISR;1960;0;0;0;0;0;0;0;0;0
ISR;1970;0;0;0;0;0;0;0;0;0
ISR;1980;0;0;0;0;0;0;0;0;0
ISR;1990;0;0;0;0;0;0;0;0;0
ISR;2000;0;0;0;0;0;0;0;0;0
ISR;2010;0;0;0;0;0;0;0;0;0
ISR;2020;0;0;0;0;0;0;0;0;0
ITA;1950;0;0;0;0;0;0;0;0;0
ITA;1960;0;0;0;0;0;0;0;0;0
ITA;1970;0;0;0;0;0;1.Mar;0;0;1.Mar
ITA;1980;0;0;0;0;0;0;0;0;0
ITA;1990;0;0;0;100;0;0;20;0;124
ITA;2000;0;0;0;0;41;0;0;0;41
ITA;2010;0;0;0;0;200000;0;8000;0;208335.9
ITA;2020;0;0;0;0;0;0;7;0;7
JAM;1950;0;0;0;0;0;0;0;0;18296.6
JAM;1960;0;5500;0;0;0;0;0;0;138856.3
JAM;1970;0;11694.2;0;130100;520;0;0;0;156868.5
JAM;1980;0;43130;0;0;0;1000;0;0;45496
JAM;1990;0;90;700;850;100;356.3;30;0;7270.3
JAM;2000;0;23;0;5765;20;15;0;0;12896.5
JAM;2010;0;4332.9;30;1528.3;341.2;0;0;0;7895.6
JAM;2020;0;0;0;301;34,733,334;60;38,666,667;0;4588
JPN;1950;0;0;0;0;2000;0;0;0;2020
JPN;1960;10000;0;0;0;0;0;0;0;10000
JPN;1970;0;0;0;20000;250;0;0;0;25251
JPN;1980;0;0;0;6600;84000;0;0;0;90630.9
JPN;1990;0;0;0;55429;0;0;0;0;55651.2
JPN;2000;0;0;0;3000;39801.6;0;0;0;42941
JPN;2010;9154.5;0;0;0;34833;0;0;0;43990.1
JPN;2020;0;0;0;0;0;0;0;0;0
JOR;1950;0;0;2-Sep;246353.4;318916.6;0;0;0;565328.5
JOR;1960;0;3750;0;430236.6;4641.9;0;0;0;438829.6
JOR;1970;0;363.2;1000;4300;33012.3;0;0;0;39914.3
JOR;1980;0;2359.9;1750;18900;17500;2500;0;0;60250.5
JOR;1990;0;27265.7;5493;6480;40985.5;13;0;0;110397.9
JOR;2000;0;13854.9;1640;45462.8;96664.1;40;22-Feb;0;164000.8
JOR;2010;0;79333.2;0;160854.8;80186.9;0;0;1500;344689.6
JOR;2020;0;2935;0;97,133,336;4971;300;0;0;110489
KAZ;1950;0;0;0;0;0;0;0;0;0
KAZ;1960;0;0;0;370;0;0;0;0;629.2
KAZ;1970;0;0;0;0;0;0;0;0;0
KAZ;1980;0;0;0;0;0;0;0;0;2-Sep
KAZ;1990;18000;0;0;1800;0;0;0;0;19800
KAZ;2000;15000;0;0;0;0;0;0;0;15023.7
KAZ;2010;0;0;0;0;0;0;0;0;6-Apr
KAZ;2020;0;0;0;0;0;0;0;0;0
KEN;1950;0;0;0;0;0;0;0;0;0
KEN;1960;0;0;0;0;0;0;0;0;0
KEN;1970;0;0;0;0;0;0;0;0;0
KEN;1980;0;0;0;0;0;0;0;0;0
KEN;1990;0;0;0;3000;0;0;800;60000;63800
KEN;2000;0;3600;0;4416.8;0;0;0;0;8080.6
KEN;2010;0;0;0;6790.8;0;0;0;500;8237.9
KEN;2020;23,666,666;0;0;11000;0;0;0;0;34,666,668
KIR;1950;0;0;0;0;0;0;0;0;0
KIR;1960;26000;0;0;1500;0;0;0;0;27500
KIR;1970;19000;0;0;3600;0;0;0;0;22600
KIR;1980;60000;0;0;300;0;0;0;0;60300
KIR;1990;2850000;0;0;90000;0;0;0;0;2940120
KIR;2000;960000;0;0;130808.8;0;0;0;0;1090812.2
KIR;2010;1565000;0;0;142802.6;0;0;0;0;1708427.2
KIR;2020;1333333.4;0;0;370218.34;0;0;0;0;1703551.6
KWT;1950;0;0;0;0;0;0;0;0;0
KWT;1960;0;0;0;0;0;0;0;0;0
KWT;1970;0;0;0;0;70;0;0;0;70
KWT;1980;0;0;0;0;0;0;0;0;0
KWT;1990;8400;0;0;0;0;0;0;0;8400
KWT;2000;0;0;0;0;0;0;0;0;8.May
KWT;2010;0;0;0;22;150;0;0;0;172
KWT;2020;0;0;0;0;0;0;0;0;0
KGZ;1950;0;0;0;0;0;0;0;0;0
KGZ;1960;0;0;0;0;0;0;0;0;0
KGZ;1970;0;0;0;0;0;0;0;0;0
KGZ;1980;0;0;0;0;0;0;0;0;0
KGZ;1990;0;0;0;20;0;0;0;0;20
KGZ;2000;0;0;0;0;0;0;0;0;0
KGZ;2010;0;0;0;0;0;0;0;0;0
KGZ;2020;0;0;0;0;0;0;0;0;0
LAO;1950;0;0;0;0;0;0;0;0;0
LAO;1960;0;0;0;0;0;0;0;0;0
LAO;1970;0;0;0;0;0;0;0;0;0
LAO;1980;0;0;0;0;0;0;0;0;0
LAO;1990;0;10536.8;0;0;0;4500;0;0;20426.4
LAO;2000;200000;1500;0;84.5;907.5;63.6;0;0;202952.8
LAO;2010;0;1649;0;1100;0;835;0;0;4123.5
LAO;2020;0;0;0;0;0;0;0;46,166,665;46,166,665
LVA;1950;0;0;0;0;0;0;0;0;0
LVA;1960;0;0;0;7900;0;0;0;0;8160
LVA;1970;350000;0;0;55900;0;0;0;0;407400
LVA;1980;73000;0;0;200;0;0;0;0;73200
LVA;1990;2000;0;0;153340;30709;0;0;0;286086.2
LVA;2000;0;0;0;125719;12879.6;0;0;0;138607.7
LVA;2010;0;0;0;163674.9;73514.5;0;0;0;237201.6
LVA;2020;0;0;0;14,183,333;32,254,666;0;0;0;46,438,668
LBN;1950;0;0;0;0;0;0;0;0;0
LBN;1960;0;0;0;0;0;0;0;0;0
LBN;1970;0;0;0;0;0;0;0;0;0
LBN;1980;0;0;0;0;0;0;0;0;0
LBN;1990;0;0;0;0;0;0;0;0;0
LBN;2000;0;0;0;0;0;0;0;0;0
LBN;2010;0;0;0;0;0;0;0;0;0
LBN;2020;0;0;0;0;0;0;0;0;0
LSO;1950;0;0;0;0;0;0;0;0;20
LSO;1960;0;0;0;0;0;0;0;0;0
LSO;1970;0;0;0;0;0;0;0;0;0
LSO;1980;0;0;0;150;0;0;0;0;150
LSO;1990;0;0;0;0;10000;0;0;0;10407.5
LSO;2000;0;0;0;1700;50;0;0;0;1751.5
LSO;2010;0;0;0;0;101194.2;0;0;0;101270.1
LSO;2020;0;0;0;0;0;0;0;0;0
LBR;1950;0;0;0;0;0;0;0;0;0
LBR;1960;20400;0;0;0;0;0;0;0;20400
LBR;1970;0;0;0;0;0;0;0;0;0
LBR;1980;50000;0;0;18000;0;0;0;0;68000
LBR;1990;33150;0;0;0;20;0;0;0;33170
LBR;2000;97500;0;0;0;550;0;0;0;98150.1
LBR;2010;186751.5;0;0;500;0;0;0;0;187511.5
LBR;2020;255333.33;0;0;0;850;0;0;0;256183.33
