iso_code;year;drought;earthquakes;volcanic_activity;floods;storms;landslides;wildfires;extreme_temperatures;disasters
SHN;2020;0;0;0;0;0;0;0;0;0
KNA;1950;0;0;0;0;0;0;0;0;0
KNA;1960;0;0;0;0;0;0;0;0;0
KNA;1970;0;0;0;0;0;0;0;0;0
KNA;1980;0;0;0;0;0;0;0;0;130
KNA;1990;0;0;0;0;1288;0;0;0;1298
KNA;2000;0;0;0;0;0;0;0;0;0
KNA;2010;0;0;0;0;50;0;0;0;50
KNA;2020;0;0;0;0;0;0;0;0;0
LCA;1950;0;0;0;0;0;0;0;0;0
LCA;1960;0;0;0;0;0;0;0;0;0
LCA;1970;0;0;0;0;0;0;0;0;0
LCA;1980;0;0;0;0;7300;0;0;0;8300
LCA;1990;0;0;0;0;60;17.May;0;0;112.5
LCA;2000;0;0;0;0;0;0;0;0;0
LCA;2010;0;0;0;2198.4;20600;0;0;0;22798.4
LCA;2020;0;0;0;0;0;0;0;0;0
MAF;1950;0;0;0;0;0;0;0;0;0
MAF;1960;0;0;0;0;0;0;0;0;0
MAF;1970;0;0;0;0;0;0;0;0;0
MAF;1980;0;0;0;0;0;0;0;0;0
MAF;1990;0;0;0;0;0;0;0;0;0
MAF;2000;0;0;0;0;0;0;0;0;0
MAF;2010;0;0;0;0;0;0;0;0;11
MAF;2020;0;0;0;0;0;0;0;0;0
VCT;1950;0;0;0;0;0;0;0;0;0
VCT;1960;0;0;0;0;0;0;0;0;0
VCT;1970;0;0;2200;0;0;0;0;0;2200
VCT;1980;0;0;0;114.2;2000;0;0;0;2186
VCT;1990;0;0;0;20;10;0;0;0;30
VCT;2000;0;0;0;0;153;0;0;0;153.4
VCT;2010;0;0;0;4216;600;0;0;0;4879.7
VCT;2020;0;0;44,333,335;0;43;0;0;0;44,763,335
WSM;1950;0;0;0;0;0;0;0;0;0
WSM;1960;0;0;0;0;9500;0;0;0;9500.4
WSM;1970;0;0;0;0;0;0;0;0;0
WSM;1980;0;0;0;0;100;0;100;0;200
WSM;1990;0;0;0;0;25500;0;0;0;28300
WSM;2000;0;527.4;0;0;0;0;0;0;558.4
WSM;2010;0;0;0;0;1270.3;0;0;0;1270.3
WSM;2020;0;0;0;0;0;0;0;0;0
STP;1950;0;0;0;0;0;0;0;0;0
STP;1960;0;0;0;0;0;0;0;0;0
STP;1970;0;0;0;0;0;0;0;0;0
STP;1980;9300;0;0;0;0;0;0;0;9300
STP;1990;0;0;0;0;0;0;0;0;0
STP;2000;0;0;0;0;0;0;0;0;0
STP;2010;0;0;0;0;0;0;0;0;0
STP;2020;0;0;0;73,222,664;0;0;0;0;73,222,664
SAU;1950;0;0;0;0;0;0;0;0;0
SAU;1960;0;0;0;100;0;0;0;0;100
SAU;1970;0;0;0;0;0;0;0;0;0
SAU;1980;0;0;0;0;0;0;0;0;500
SAU;1990;0;0;0;0;0;0;0;0;0
SAU;2000;0;0;0;1345;0;0;0;0;2354.7
SAU;2010;0;0;0;390.9;12;0;0;0;404.2
SAU;2020;0;0;0;200;0;0;0;0;200
SEN;1950;0;0;0;0;0;0;0;0;0
SEN;1960;140000;0;0;200;0;0;0;0;140200
SEN;1970;466500;0;0;0;0;0;0;0;466500
SEN;1980;120000;0;0;800;0;0;0;0;121800
SEN;1990;0;0;0;30500;6585.3;0;0;0;41835.3
SEN;2000;28400;0;0;52317.7;0;0;0;0;81466.9
SEN;2010;180970.2;0;0;34733.8;0;0;0;0;215735.8
SEN;2020;0;0;0;12,279,333;0;0;0;0;12,336,667
SRB;1950;0;0;0;0;0;0;0;0;0
SRB;1960;0;0;0;0;0;0;0;0;0
SRB;1970;0;0;0;0;0;0;0;0;0
SRB;1980;0;0;0;0;0;0;0;0;0
SRB;1990;0;0;0;0;0;0;0;0;0
SRB;2000;0;0;0;1558;0;0;0;0;1608
SRB;2010;0;2544;0;8803.6;0;0;0;9123.4;20630
SRB;2020;0;0;0;7,073,333;0;0;0;0;7,073,333
SYC;1950;0;0;0;0;0;0;0;0;0
SYC;1960;0;0;0;0;0;0;0;0;0
SYC;1970;0;0;0;0;0;0;0;0;0
SYC;1980;0;0;0;0;0;0;0;0;0
SYC;1990;0;0;0;112.5;0;0;0;0;123.7
SYC;2000;0;476;0;0;680;0;0;0;1163
SYC;2010;0;0;0;443.5;300;0;0;0;743.5
SYC;2020;0;0;0;0;0;0;0;0;0
SLE;1950;0;0;0;0;0;0;0;0;0
SLE;1960;0;0;0;0;0;0;0;0;0
SLE;1970;0;0;0;0;1000;0;0;0;1000
SLE;1980;0;0;0;0;0;0;0;0;0
SLE;1990;0;0;0;20000;0;0;0;0;20000.3
SLE;2000;0;0;0;2095.5;0;0;0;0;2097
SLE;2010;0;0;0;3491.8;0;1181.6;0;0;4909.6
SLE;2020;0;0;0;4301;0;0;0;0;43,273,335
SXM;1950;0;0;0;0;0;0;0;0;0
SXM;1960;0;0;0;0;0;0;0;0;0
SXM;1970;0;0;0;0;0;0;0;0;0
SXM;1980;0;0;0;0;0;0;0;0;0
SXM;1990;0;0;0;0;0;0;0;0;0
SXM;2000;0;0;0;0;0;0;0;0;0
SXM;2010;0;0;0;0;500;0;0;0;504
SXM;2020;0;0;0;0;0;0;0;0;0
SVK;1950;0;0;0;0;0;0;0;0;0
SVK;1960;0;0;0;0;0;0;0;0;0
SVK;1970;0;0;0;0;0;0;0;0;0
SVK;1980;0;0;0;0;0;0;0;0;0
SVK;1990;0;0;0;4605.7;0;0;0;0;4781.5
SVK;2000;0;0;0;33;1030;0;0;0;1074.3
SVK;2010;0;0;0;85;0;0;0;0;85
SVK;2020;0;0;0;83,333,336;0;0;0;0;83,333,336
SVN;1950;0;0;0;0;0;0;0;0;0
SVN;1960;0;0;0;0;0;0;0;0;0
SVN;1970;0;0;0;0;0;0;0;0;0
SVN;1980;0;0;0;0;0;0;0;0;0
SVN;1990;0;0;0;0;0;0;0;0;70
SVN;2000;0;60;0;0;0;0;0;0;165.5
SVN;2010;0;0;0;1455;0;0;0;5000;6455
SVN;2020;0;0;0;500;0;0;0;0;500
SLB;1950;0;0;0;0;0;0;0;0;0
SLB;1960;0;0;0;0;100;0;0;0;120
SLB;1970;0;100;600;0;600;0;0;0;1300.1
SLB;1980;0;0;0;0;12065;0;0;0;18115
SLB;1990;38;0;0;0;8850;0;0;0;8888
SLB;2000;0;237.5;0;700;27.May;0;0;0;1091.9
SLB;2010;0;1422.3;0;8307.9;4509.6;0;0;0;14339.1
SLB;2020;0;0;0;0;50000;0;0;0;50000
SOM;1950;0;0;0;0;0;0;0;0;0
SOM;1960;70000;0;0;0;0;0;0;0;70000
SOM;1970;23000;0;0;4000;0;0;0;0;27000
SOM;1980;55350;0;0;8000;0;0;0;0;66350
SOM;1990;120000;0;0;101060;0;0;0;0;244060
SOM;2000;350000;10480;0;71355;0;0;0;0;454466.5
SOM;2010;1573562.4;0;0;234229.6;40438;0;0;0;1850250
SOM;2020;2366666.8;0;0;531805.3;40000;0;0;0;2938478.8
ZAF;1950;0;0;0;0;0;0;0;0;0
ZAF;1960;500;100;0;0;0;0;0;0;600
ZAF;1970;0;0;0;100;0;0;0;0;100
ZAF;1980;217000;0;0;6500;50000;0;0;0;273538.5
ZAF;1990;30000;0;0;2510;1300;0;0;0;36463.4
ZAF;2000;1500000;0;0;11811.6;10115;0;100;0;1524409.2
ZAF;2010;345000;200;0;34438.5;1974.4;0;0;0;382622.7
ZAF;2020;4000000;0;0;45544;40,733,333;0;0;0;4051988.8
KOR;1950;0;0;0;0;0;0;0;0;0
KOR;1960;280000;0;0;68016.8;16353;0;0;0;377659.6
KOR;1970;0;0;0;88550;4155;0;0;0;125488.9
KOR;1980;0;0;0;35098.4;17702.1;400;0;0;68639.3
KOR;1990;0;0;0;24566.1;2564;167.5;0;0;44440.4
KOR;2000;0;0;0;33783.1;15472.5;0;380;0;52135
KOR;2010;0;3480;0;2900;13092.8;0;300;0;20002.3
KOR;2020;0;0;0;8800;13,333,333;0;0;0;22621
SSD;1950;0;0;0;0;0;0;0;0;0
SSD;1960;0;0;0;0;0;0;0;0;0
SSD;1970;0;0;0;0;0;0;0;0;0
SSD;1980;0;0;0;0;0;0;0;0;0
SSD;1990;0;0;0;0;0;0;0;0;0
SSD;2000;430000;0;0;9279.1;0;0;0;0;439279.1
SSD;2010;360000;0;0;198480;0;0;0;0;558481.2
SSD;2020;6000;0;0;959000;0;0;0;0;965000
ESP;1950;0;0;0;0;0;0;0;0;7
ESP;1960;0;0;0;0;0;0;0;0;0
ESP;1970;0;0;0;0;0;0;0;0;5
ESP;1980;0;0;0;72860;6000;0;30;0;79656
ESP;1990;600000;0;0;440;35;0;1710;0;602208.9
ESP;2000;0;0;0;673;0;0;150;0;863.1
ESP;2010;0;0;0;743;32;0;150;0;2459.4
ESP;2020;0;0;113;83,333,336;6,666,667;0;11,666,666;0;42,126,665
LKA;1950;0;0;0;0;25000;0;0;0;25000
LKA;1960;0;0;0;129934.7;28000;0;0;0;177934.7
LKA;1970;25000;0;0;200;100000;0;0;0;125700
LKA;1980;500600;0;0;169948.5;800;0;0;0;755448.5
LKA;1990;0;0;0;151929.5;0;13;0;0;332586.6
LKA;2000;100000;51613;0;377590.5;42500;0;0;0;628037.3
LKA;2010;472209.1;0;0;478694.9;19847.8;146.7;0;0;1084287.1
LKA;2020;0;0;0;184542;81,056,665;0;0;0;192653.33
SDN;1950;0;0;0;0;0;0;0;0;0
SDN;1960;0;0;0;0;0;0;0;0;0
SDN;1970;0;0;0;24500;0;0;0;0;24500
SDN;1980;1185000;0;0;160200;0;0;0;0;1448200
SDN;1990;1136000;800;0;128800.6;0;0;0;0;1287722.1
SDN;2000;0;0;0;131545.5;0;0;0;0;152662.6
SDN;2010;400000;0;0;150583.8;0;0;0;0;566348.9
SDN;2020;0;0;0;509000;53,333,335;0;0;0;514393.34
SUR;1950;0;0;0;0;0;0;0;0;0
SUR;1960;0;0;0;460;0;0;0;0;460
SUR;1970;0;0;0;0;0;0;0;0;0
SUR;1980;0;0;0;0;0;0;0;0;0
SUR;1990;0;0;0;0;0;0;0;0;0
SUR;2000;0;0;0;3154.8;0;0;0;0;3154.8
SUR;2010;0;0;0;0;0;0;0;0;0
SUR;2020;0;0;0;63,666,665;0;0;0;0;63,666,665
SWE;1950;0;0;0;0;0;0;0;0;0
SWE;1960;0;0;0;0;0;0;0;0;0
SWE;1970;0;0;0;0;0;0;0;0;5
SWE;1980;0;0;0;0;0;0;0;0;0
SWE;1990;0;0;0;0;0;0;0;0;0
SWE;2000;0;0;0;0;0;0;0;0;0
SWE;2010;0;0;0;0;0;0;0;0;0
SWE;2020;0;0;0;4500;0;0;0;0;4500
CHE;1950;0;0;0;0;0;0;0;0;0
CHE;1960;0;0;0;0;0;2-Feb;0;0;2-Feb
CHE;1970;0;0;0;0;0;4-Aug;0;0;4-Aug
CHE;1980;0;0;0;0;14;200;0;0;214
CHE;1990;0;0;0;0;0;0;0;0;0
CHE;2000;0;0;0;560;0;178.1;0;0;739.1
CHE;2010;0;0;0;0;0;0;0;0;30.Mar
CHE;2020;0;0;0;0;43,333,335;0;0;0;6
SYR;1950;0;0;0;0;0;0;0;0;0
SYR;1960;0;0;0;4000;0;0;0;0;4000
SYR;1970;0;0;0;13000;0;0;0;0;20500
SYR;1980;0;0;0;0;0;0;0;0;0
SYR;1990;32900;0;0;0;0;0;0;0;32900
SYR;2000;130000;0;0;0;0;0;0;0;130037.5
SYR;2010;0;0;0;23500;0;0;0;0;23850
SYR;2020;1833333.4;0;0;47,333,332;120900;0;46,666,668;0;2048260.6
TWN;1950;0;0;0;0;0;0;0;0;1280.9
TWN;1960;0;3700;0;0;4510;0;0;0;10826.5
TWN;1970;0;0;0;2000;1100;0;0;0;3752.8
TWN;1980;0;0;0;0;220;10-Jun;0;0;239.5
TWN;1990;0;0;0;30;42045.7;0;0;0;52988.8
TWN;2000;0;30;0;300;296954.2;0;0;0;297978.5
TWN;2010;0;150;0;3900;600;0;0;0;4924.3
TWN;2020;0;0;0;0;33,333,332;0;0;0;80,333,336
TJK;1950;0;0;0;0;0;0;0;0;0
TJK;1960;0;0;0;0;0;0;0;0;0
TJK;1970;0;0;0;0;0;0;0;0;0
TJK;1980;0;0;0;0;0;0;0;0;0
TJK;1990;0;0;0;29608.1;0;1500;0;0;37797
TJK;2000;380000;2958.8;0;44136.4;83;2146.4;0;200000;629863.4
TJK;2010;0;1735.4;0;6549.5;0;0;0;250;8726
TJK;2020;0;33,333,332;0;9,233,333;0;0;0;0;9,266,667
TZA;1950;0;0;0;0;0;0;0;0;0
TZA;1960;5348.3;50;0;6700;0;0;0;0;12488.3
TZA;1970;2000;0;0;14900;0;0;0;0;18700
TZA;1980;201000;0;0;18755.6;0;0;0;0;220355.6
TZA;1990;380000;0;0;35799.1;0;0;0;0;421077.3
TZA;2000;585400;575;0;7124.8;127.5;0;0;0;596067.3
TZA;2010;100000;13916.1;0;24620.4;200500;0;0;0;341683.7
TZA;2020;165666.67;0;0;16527;10,000,333;0;0;0;198527.33
THA;1950;0;0;0;0;0;0;0;0;0
THA;1960;0;0;0;20000;0;0;0;0;20520
THA;1970;0;0;0;502800;0;0;0;0;502849.3
THA;1980;0;0;0;356450.1;19700;0;0;0;380843.1
THA;1990;850000;0;0;1048991.2;284037.9;1000;0;0;2205530.2
THA;2000;1500000;5855;0;1302152.4;8586.9;10;0;0;2821667.5
THA;2010;1848260.2;1750;0;2781093;174944.5;0;0;100000;4907777.5
THA;2020;0;0;0;859680.3;108,824,336;0;0;0;968808
TLS;1950;0;0;0;0;0;0;0;0;0
TLS;1960;0;0;0;0;0;0;0;0;0
TLS;1970;0;0;0;0;0;0;0;0;0
TLS;1980;0;0;0;0;0;0;0;0;0
TLS;1990;0;0;0;0;0;0;0;0;0
TLS;2000;0;0;0;450.5;873;0;0;0;1323.5
TLS;2010;12000;0;0;0;0;0;0;0;12200.3
TLS;2020;0;0;0;30,413,333;47890;0;0;0;50,933,668
TGO;1950;0;0;0;0;0;0;0;0;0
TGO;1960;0;0;0;0;0;0;0;0;1.May
TGO;1970;15000;0;0;0;0;0;0;0;15000
TGO;1980;40000;0;0;0;0;0;0;0;40000
TGO;1990;0;0;0;21540.5;0;0;0;0;29190.5
TGO;2000;0;0;0;17461.5;0;0;0;0;18814.5
TGO;2010;0;0;0;12761;0;0;0;0;12761
TGO;2020;0;0;0;19000;0;0;0;0;19000
TKL;1950;0;0;0;0;0;0;0;0;0
TKL;1960;0;0;0;0;0;0;0;0;0
TKL;1970;0;0;0;0;0;0;0;0;0
TKL;1980;0;0;0;0;170;0;0;0;173
TKL;1990;0;0;0;0;0;0;0;0;10-Feb
TKL;2000;0;0;0;0;0;0;0;0;2-Jun
TKL;2010;0;0;0;0;0;0;0;0;0
TKL;2020;0;0;0;0;0;0;0;0;0
TON;1950;0;0;0;0;0;0;0;0;0
TON;1960;0;0;0;0;800;0;0;0;800
TON;1970;0;500;0;0;1070;0;0;0;1641
TON;1980;0;0;0;0;10000;0;0;0;14651.4
TON;1990;0;0;0;0;617.1;0;0;0;967.4
TON;2000;0;50;0;0;1650;0;0;0;1700.7
TON;2010;0;0;0;0;9139.2;0;0;0;9140.6
TON;2020;0;0;28,058,666;0;8,333,333;0;0;0;36392
TTO;1950;0;0;0;0;0;0;0;0;0
TTO;1960;0;0;0;0;0;0;0;0;0
TTO;1970;0;0;0;0;5000;0;0;0;5000
TTO;1980;0;0;0;0;0;0;0;0;0
TTO;1990;0;0;0;20;100;0;0;0;142.7
TTO;2000;0;0;0;0;56;120;0;0;176
TTO;2010;0;0;0;15000;0;0;0;0;15000
TTO;2020;0;0;0;0;0;0;0;0;0
TUN;1950;0;0;0;0;0;0;0;0;0
TUN;1960;0;0;0;29226.9;0;0;0;0;29226.9
TUN;1970;3140;0;0;4499;0;0;0;0;7639
TUN;1980;0;0;0;3000;0;0;0;0;3250
TUN;1990;0;0;0;15200;0;0;0;0;15200
TUN;2000;0;0;0;3350;0;0;0;0;3350.8
TUN;2010;0;0;0;3000;0;0;200;0;3200
TUN;2020;0;0;0;14,666,667;0;0;33,333,334;0;15000
TUR;1950;0;5000;0;0;0;0;0;0;5051.9
TUR;1960;0;36971.3;0;300;1200;0;0;0;48424.3
TUR;1970;0;34154.7;0;0;0;0;0;0;45497.9
TUR;1980;0;157131.5;0;6120;0;30.May;0;0;166821.2
TUR;1990;0;276759;0;150620;0;1000;50;800;528567.7
TUR;2000;0;53146;0;11087;150;60.6;0;0;77221.3
TUR;2010;0;1170.5;0;2029;27;0;0;0;7127
TUR;2020;0;25291;0;2619;100;0;186988.67;0;218764.33
TKM;1950;0;0;0;0;0;0;0;0;0
TKM;1960;0;0;0;0;0;0;0;0;0
TKM;1970;0;0;0;0;0;0;0;0;0
TKM;1980;0;0;0;0;0;0;0;0;0
TKM;1990;0;0;0;30;0;0;0;0;42
TKM;2000;0;0;0;0;0;0;0;0;0
TKM;2010;0;0;0;0;0;0;0;0;0
TKM;2020;0;0;0;0;0;0;0;0;0
TCA;1950;0;0;0;0;0;0;0;0;0
TCA;1960;0;0;0;0;0;0;0;0;0
TCA;1970;0;0;0;0;0;0;0;0;0
TCA;1980;0;0;0;0;77;0;0;0;77
TCA;1990;0;0;0;0;0;0;0;0;0
TCA;2000;0;0;0;0;170;0;0;0;170
TCA;2010;0;0;0;0;0;0;0;0;0
TCA;2020;0;0;0;0;0;0;0;0;0
TUV;1950;0;0;0;0;0;0;0;0;0
TUV;1960;0;0;0;0;0;0;0;0;0
TUV;1970;0;0;0;0;70;0;0;0;70
TUV;1980;0;0;0;0;0;0;0;0;0
TUV;1990;0;0;0;0;30;0;0;0;85
TUV;2000;0;0;0;0;0;0;0;0;0
TUV;2010;0;0;0;0;461.3;0;0;0;461.3
TUV;2020;34,013,333;0;0;0;18,333,334;0;0;0;52,346,665
UGA;1950;0;0;0;0;0;0;0;0;0
UGA;1960;2500;500;0;0;0;0;0;0;3051
UGA;1970;50000;0;0;0;0;0;0;0;50000
UGA;1980;60000;200;0;0;0;0;0;0;60200
UGA;1990;82600;5000;0;16300;0;0;0;0;104470
UGA;2000;235500;0;0;48571;0;335.6;0;0;315909.6
UGA;2010;66900;0;0;19212;0;14371.3;0;0;100995.1
UGA;2020;172666.67;0;0;90,247,664;2900;39,666,666;0;0;266439.66
UKR;1950;0;0;0;0;0;0;0;0;0
UKR;1960;0;0;0;0;0;0;0;0;0
UKR;1970;0;0;0;0;0;0;0;0;0
UKR;1980;0;0;0;0;0;0;0;0;0
UKR;1990;0;0;0;203500;100;0;0;0;206057
UKR;2000;0;0;0;53866.5;5366.8;0;0;5000;65392.7
UKR;2010;0;0;0;4046.5;60;0;0;8500;13114.5
UKR;2020;0;0;0;18,333,334;5,666,667;0;650;0;19556
ARE;1950;0;0;0;0;0;0;0;0;0
ARE;1960;0;0;0;0;0;0;0;0;0
ARE;1970;0;0;0;0;0;0;0;0;0
ARE;1980;0;0;0;0;0;0;0;0;0
ARE;1990;0;0;0;0;0;0;0;0;0
ARE;2000;0;0;0;0;0;0;0;0;0
ARE;2010;0;0;0;18-Aug;0;0;0;0;18-Aug
ARE;2020;0;0;0;0;0;0;0;0;0
GBR;1950;0;0;0;0;0;0;0;0;0
GBR;1960;0;0;0;0;70;0;0;0;70
GBR;1970;0;0;0;0;0;0;0;0;0
GBR;1980;0;0;0;0;0;0;0;0;1-Feb
GBR;1990;0;0;0;193;26520;0;0;0;26713
GBR;2000;0;450;0;35083;2328;0;0;0;40867
GBR;2010;0;0;0;5309.5;3780;0;0;0;9089.9
GBR;2020;0;0;0;160;0;0;0;0;160
USA;1950;0;0;0;0;0;0;0;0;47
USA;1960;0;0;0;0;45.8;0;0;0;145.8
USA;1970;0;156;0;570;244.6;0;0;0;1187.7
USA;1980;0;415;0;11855;105320;0;0;0;126225.5
USA;1990;0;334.5;0;64271.5;337403.6;12.May;4468.2;0;436412.4
USA;2000;0;3061.9;0;1131780.6;859823.7;0;78622.9;0;2084424.2
USA;2010;0;387;250;29582.1;8793376;133.8;25438.6;0;8867450
USA;2020;0;0;0;53,166,665;14,976,667;0;1597;0;24036
VIR;1950;0;0;0;0;0;0;0;0;0
VIR;1960;0;0;0;0;0;0;0;0;0
VIR;1970;0;0;0;0;0;0;0;0;0
VIR;1980;0;0;0;0;200;0;0;0;1000
VIR;1990;0;0;0;0;0;0;0;0;1000
VIR;2000;0;0;0;0;0;0;0;0;0
VIR;2010;0;0;0;0;0;0;0;0;0
VIR;2020;0;0;0;0;0;0;0;0;0
URY;1950;0;0;0;0;0;0;0;0;0
URY;1960;0;0;0;3806.3;0;0;0;0;3806.3
URY;1970;0;0;0;0;0;0;0;0;0
URY;1980;0;0;0;1600;0;0;0;0;1850
URY;1990;0;0;0;1550;200;0;0;0;1900
URY;2000;0;0;0;12420;130;0;0;240;14071.2
URY;2010;1113.5;0;0;6542.3;0;0;0;0;7680.8
URY;2020;0;0;0;120;120;0;0;0;240
UZB;1950;0;0;0;0;0;0;0;0;0
UZB;1960;0;0;0;0;0;0;0;0;0
UZB;1970;0;0;0;0;0;0;0;0;0
UZB;1980;0;0;0;0;0;0;0;0;0
UZB;1990;0;5000;0;0;0;0;0;0;5040
UZB;2000;60000;0;0;150;0;0;0;0;60150
UZB;2010;0;0;0;0;0;0;0;0;0
UZB;2020;0;0;0;23,386,334;0;0;0;0;23,410,334
VUT;1950;0;0;0;0;0;0;0;0;0
VUT;1960;0;0;0;0;0;0;0;0;0
VUT;1970;0;0;0;0;0;0;0;0;0
VUT;1980;0;0;0;0;16860;0;0;0;17520
VUT;1990;0;1200;0;0;855;0;0;0;2966.7
VUT;2000;0;100;1890;395;5450.5;0;0;0;7866.2
VUT;2010;0;0;2458.6;0;24256.4;0;0;0;26715.6
VUT;2020;0;0;11,276,666;0;43,333,332;0;0;0;44501
VEN;1950;0;0;0;0;0;0;0;0;0
VEN;1960;0;8000;0;2300;0;0;0;0;10453.6
VEN;1970;0;0;0;0;0;0;0;0;0
VEN;1980;0;30;0;2048;0;1900;0;0;4469.5
VEN;1990;0;0;0;45254.7;0;0;0;0;62360.4
VEN;2000;0;0;0;12842.1;164.5;0;0;0;13619.2
VEN;2010;0;0;0;16546.5;0;0;0;0;16746.5
VEN;2020;0;0;0;498825.66;10000;21,383,334;0;0;530526
VNM;1950;0;0;0;0;0;0;0;0;0
VNM;1960;0;0;0;12554.1;70000;0;0;0;89590.2
VNM;1970;0;0;0;420400;20100;0;0;0;448400
VNM;1980;0;0;0;346600;2778221.5;0;0;0;3387897
VNM;1990;440000;0;0;724928.9;450348.3;0;0;0;1724771.6
VNM;2000;171000;0;0;1096171;764441.2;0;0;0;2091372.9
VNM;2010;243555.8;0;0;679049;831671;0;0;0;1785395.6
VNM;2020;0;0;0;109725;922322.7;0;0;0;1033694.3
WLF;1950;0;0;0;0;0;0;0;0;0
WLF;1960;0;0;0;0;0;0;0;0;0
WLF;1970;0;0;0;0;0;0;0;0;0
WLF;1980;0;0;0;0;450;0;0;0;450
WLF;1990;0;0;0;0;0;0;0;0;2
WLF;2000;0;0;0;0;0;0;0;0;0
WLF;2010;0;0;0;0;125;0;0;0;125.2
WLF;2020;0;0;0;0;0;0;0;0;0
YEM;1950;0;0;0;0;0;0;0;0;0
YEM;1960;0;0;0;0;0;0;0;0;0
YEM;1970;0;0;0;0;0;0;0;0;0
YEM;1980;0;0;0;0;0;0;0;0;0
YEM;1990;0;0;0;15349;0;0;0;0;35773.9
YEM;2000;0;0;0;2807.5;0;0;0;0;3144.9
YEM;2010;0;0;0;15933.2;14075;0;0;0;30131.1
YEM;2020;0;0;0;209945;0;0;0;0;210046
ZMB;1950;0;0;0;0;0;0;0;0;0
ZMB;1960;0;0;0;0;0;0;0;0;0
ZMB;1970;0;0;0;3000;0;0;0;0;3090
ZMB;1980;0;0;0;80000;0;0;0;0;80000
ZMB;1990;297320.4;0;0;130000;0;0;0;0;427320.4
ZMB;2000;120000;0;0;301362;0;0;0;0;422463.3
ZMB;2010;143000;0;0;437.5;0;0;0;0;145452.5
ZMB;2020;526666.7;0;0;240257.33;0;0;0;0;766924
ZWE;1950;0;0;0;0;0;0;0;0;0
ZWE;1960;0;0;0;0;0;0;0;0;0
ZWE;1970;0;0;0;0;0;0;0;0;0
ZWE;1980;0;0;0;0;0;0;0;0;0
ZWE;1990;505500;0;0;0;0;0;0;0;505500
ZWE;2000;810000;0;0;26500;0;0;0;0;843100
ZWE;2010;1286761.8;0;0;1302;37200;0;0;0;1326632.4
ZWE;2020;55,833,332;0;0;0;1800;0;0;0;57,633,332
